RepDate,SPName,Capacity,Enrollment,Waitlist,Vacancy
29/2/2020,(SW) MINDS IDEA Employment Development Centre,300,303,4,-3
29/2/2020,(SW) SPD Sheltered Workshop,145,131,6,14
31/3/2020,(ADH) Bishan Home for the Intellectually Disabled,132,124,0,8
31/3/2020,(ADH) MINDSVille @ Napiri,160,117,28,43
31/3/2020,(ADH) Red Cross Home for the Disabled,100,95,7,5
31/3/2020,(CGH) MINDSVille @ Napiri,10,8,8,2
31/3/2020,(Hostel) MINDSVille @ Napiri,60,45,29,15
31/3/2020,(Hostel) THK Home for the Disabled @ Eunos,40,43,22,-3
31/3/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,46,4,4
31/3/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,55,14,28
31/3/2020,(DAC) Metta Home @ Hougang,40,32,1,8
31/3/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,18,6,32
31/3/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,24,3,42
31/3/2020,(DAC) Bishan Home for the Intellectually Disabled,50,25,1,25
31/3/2020,(DAC) Eden Centre for Adults @ Hougang,40,43,4,-3
31/3/2020,(DAC) Metta Home @ Woodlands,50,28,3,22
31/3/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,50,1,5
31/3/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,71,1,29
31/3/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,45,3,8
31/3/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,60,8,-10
31/3/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,51,3,-4
31/3/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,59,0,2
31/3/2020,(DAC) Red Cross Day Activity Centre,50,12,2,38
31/3/2020,(DAC) SPD Day Activity Centre,91,84,3,7
31/3/2020,(DAC) St Andrew's Autism Centre (Siglap),97,69,4,28
31/3/2020,(DAC) SUN-DAC @ Bedok,50,46,1,4
31/3/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,48,4,2
31/3/2020,(SW) APSN Centre for Adults,170,164,10,6
31/3/2020,(SW) BizLink Sheltered Workshop,136,156,12,-20
31/3/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,89,3,11
31/3/2020,(SW) MINDS IDEA Employment Development Centre,300,304,2,-4
31/3/2020,(SW) SIA-MINDS Employment Development Centre,350,382,4,-32
31/3/2020,(SW) MINDS Woodlands Employment Development Centre,400,370,10,30
31/3/2020,(SW) SPD Sheltered Workshop,145,135,4,10
30/4/2020,(ADH) THK Home for the Disabled @ Chai Chee,102,99,12,3
30/4/2020,(ADH) Bishan Home for the Intellectually Disabled,132,124,1,8
30/4/2020,(ADH) Blue Cross Thong Kheng Home,116,96,7,20
30/4/2020,(ADH) Metta Home for the Disabled,103,85,4,18
30/4/2020,(ADH) THK Home for Disabled @ Sembawang,180,108,25,72
30/4/2020,(Hostel) THK Home for the Disabled @ Eunos,40,41,24,-1
30/4/2020,(Hostel) Touch Ubi Hostel,30,29,6,1
30/4/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,18,6,32
30/4/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,24,3,42
30/4/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,23,0,19
30/4/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,37,0,13
30/4/2020,(DAC) BizLink Day Activity Centre,40,33,2,7
30/4/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,55,14,28
30/4/2020,(DAC) Cerebral Palsy Alliance Singapore,70,67,0,3
30/4/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,9,-4
30/4/2020,(DAC) Eden Centre for Adults @ Hougang,40,44,3,-4
30/4/2020,(DAC) Metta Home @ Hougang,40,32,1,8
30/4/2020,(DAC) Metta Home @ Woodlands,50,29,3,21
30/4/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,49,1,6
30/4/2020,(DAC) MINDS Training & Development Centre @ Faber,41,38,1,3
30/4/2020,(DAC) Singapore Cheshire Home,50,24,0,26
30/4/2020,(DAC) SPD Day Activity Centre,91,84,3,7
30/4/2020,(DAC) SUN-DAC @ Bedok,50,45,1,5
30/4/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,89,3,11
30/4/2020,(SW) MINDS IDEA Employment Development Centre,300,304,2,-4
30/4/2020,(SW) SIA-MINDS Employment Development Centre,350,382,4,-32
30/4/2020,(SW) MINDS Woodlands Employment Development Centre,400,370,10,30
30/4/2020,(SW) SPD Sheltered Workshop,145,135,4,10
31/5/2020,(ADH) Blue Cross Thong Kheng Home,116,97,7,19
31/5/2020,(ADH) Metta Home for the Disabled,103,85,4,18
31/5/2020,(ADH) MINDSVille @ Napiri,160,117,27,43
31/5/2020,(ADH) Red Cross Home for the Disabled,100,95,6,5
31/5/2020,(ADH) Singapore Cheshire Home,90,75,0,15
31/5/2020,(ADH) St Andrew's Adult Home (Sengkang),148,12,39,136
31/5/2020,(ADH) THK Home for Disabled @ Sembawang,180,113,25,67
31/5/2020,(CGH) MINDSVille @ Napiri,10,8,8,2
31/5/2020,(Hostel) MINDSVille @ Napiri,60,46,34,14
31/5/2020,(Hostel) Touch Ubi Hostel,30,29,6,1
31/5/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,46,4,4
31/5/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,19,6,31
31/5/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,24,3,42
31/5/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,41,7,19
31/5/2020,(DAC) Blue Cross Thong Kheng Home,50,33,1,17
31/5/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,9,-4
31/5/2020,(DAC) Metta Home @ Hougang,40,32,1,8
31/5/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,50,1,5
31/5/2020,(DAC) Singapore Cheshire Home,50,24,0,26
31/5/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,32,7,18
31/5/2020,(DAC) St Andrew's Autism Centre (Siglap),97,69,4,28
31/5/2020,(DAC) SUN-DAC @ Bedok,50,45,1,5
31/5/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,49,3,1
31/5/2020,(DAC) SUN-DAC @ Upper Thomson,120,39,0,81
31/5/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,36,0,14
31/5/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,89,3,11
30/6/2020,(ADH) THK Home for the Disabled @ Chai Chee,102,103,13,-1
30/6/2020,(ADH) THK Home for Disabled @ Sembawang,180,115,25,65
30/6/2020,(Hostel) Touch Ubi Hostel,30,29,6,1
30/6/2020,(ADH) Bishan Home for the Intellectually Disabled,132,124,2,8
30/6/2020,(ADH) Metta Home for the Disabled,103,85,2,18
30/6/2020,(ADH) Singapore Cheshire Home,90,75,0,15
30/6/2020,(ADH) St Andrew's Adult Home (Sengkang),148,14,36,134
30/6/2020,(CGH) MINDSVille @ Napiri,10,8,8,2
30/6/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,19,6,31
30/6/2020,(DAC) Bishan Home for the Intellectually Disabled,50,24,1,26
30/6/2020,(DAC) BizLink Day Activity Centre,40,37,2,3
30/6/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,41,7,19
30/6/2020,(DAC) Blue Cross Thong Kheng Home,50,33,1,17
30/6/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,46,4,4
30/6/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,9,-4
30/6/2020,(DAC) Metta Home @ Woodlands,50,30,1,20
30/6/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,49,1,6
30/6/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,49,1,6
30/6/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,71,2,29
30/6/2020,(DAC) MINDS Training & Development Centre @ Faber,41,38,1,3
30/6/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,45,4,8
30/6/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,58,8,-8
30/6/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,51,3,-4
30/6/2020,(DAC) Red Cross Day Activity Centre,50,12,2,38
30/6/2020,(DAC) Singapore Cheshire Home,50,23,0,27
30/6/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,32,7,18
30/6/2020,(DAC) SUN-DAC @ Bedok,50,45,1,5
30/6/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,49,3,1
30/6/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,0,20
30/6/2020,(SW) MINDS IDEA Employment Development Centre,300,304,3,-4
30/6/2020,(SW) SIA-MINDS Employment Development Centre,350,382,3,-32
30/6/2020,(SW) MINDS Woodlands Employment Development Centre,400,370,11,30
30/6/2020,(SW) SPD Sheltered Workshop,145,132,4,13
31/7/2020,(ADH) Bishan Home for the Intellectually Disabled,132,124,2,8
31/7/2020,(ADH) Blue Cross Thong Kheng Home,116,95,6,21
31/7/2020,(ADH) Metta Home for the Disabled,103,85,3,18
31/7/2020,(ADH) MINDSVille @ Napiri,160,117,27,43
31/7/2020,(ADH) Red Cross Home for the Disabled,100,95,6,5
31/7/2020,(ADH) Singapore Cheshire Home,90,75,1,15
31/7/2020,(ADH) St Andrew's Adult Home (Sengkang),148,15,36,133
31/7/2020,(Hostel) THK Home for the Disabled @ Eunos,40,37,23,3
31/7/2020,(Hostel) Touch Ubi Hostel,30,29,6,1
31/7/2020,(DAC) BizLink Day Activity Centre,40,37,6,3
31/7/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,46,4,4
31/7/2020,(DAC) Cerebral Palsy Alliance Singapore,70,66,2,4
31/7/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,12,-4
31/7/2020,(DAC) Eden Centre for Adults @ Hougang,40,44,4,-4
31/7/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,49,2,6
31/7/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,69,5,31
31/7/2020,(DAC) MINDS Training & Development Centre @ Faber,41,37,2,4
31/7/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,45,7,8
31/7/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,59,5,2
31/7/2020,(DAC) Singapore Cheshire Home,50,23,3,27
31/7/2020,(DAC) SPD Day Activity Centre,91,81,7,10
31/7/2020,(DAC) St Andrew's Autism Centre (Siglap),73,69,6,4
31/7/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,50,3,0
31/7/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,28,4,38
31/7/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,36,0,14
31/7/2020,(SW) MINDS Woodlands Employment Development Centre,400,369,25,31
31/7/2020,(SW) SPD Sheltered Workshop,145,132,10,13
31/8/2020,(ADH) Bishan Home for the Intellectually Disabled,132,124,1,8
31/8/2020,(ADH) Blue Cross Thong Kheng Home,116,93,8,23
31/8/2020,(ADH) Metta Home for the Disabled,103,85,2,18
31/8/2020,(ADH) Singapore Cheshire Home,90,75,1,15
31/8/2020,(ADH) St Andrew's Adult Home (Sengkang),148,20,36,128
31/8/2020,(Hostel) MINDSVille @ Napiri,60,47,36,13
31/8/2020,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
31/8/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,36,14,24
31/8/2020,(DAC) Blue Cross Thong Kheng Home,50,32,1,18
31/8/2020,(DAC) Eden Centre for Adults @ Hougang,40,44,7,-4
31/8/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,48,3,7
31/8/2020,(DAC) MINDS Training & Development Centre @ Faber,41,37,7,4
31/8/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,46,7,7
31/8/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,56,13,-6
31/8/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,52,4,-5
31/8/2020,(DAC) Singapore Cheshire Home,50,23,4,27
31/8/2020,(DAC) SPD Day Activity Centre,91,81,11,10
31/8/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,33,18,17
31/8/2020,(DAC) St Andrew's Autism Centre (Siglap),73,68,10,5
31/8/2020,(DAC) SUN-DAC @ Bedok,50,44,3,6
31/8/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,50,3,0
31/8/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,18,6,32
31/8/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,26,5,40
31/8/2020,(SW) APSN Centre for Adults,170,151,29,19
31/8/2020,(SW) BizLink Sheltered Workshop,136,148,16,-12
31/8/2020,(SW) SPD Sheltered Workshop,145,129,10,16
31/8/2020,(SW) THK-Pan-Disability Centre,100,81,8,19
30/9/2020,(ADH) Metta Home for the Disabled,103,85,1,18
30/9/2020,(ADH) Red Cross Home for the Disabled,100,94,4,6
30/9/2020,(ADH) Singapore Cheshire Home,90,75,1,15
30/9/2020,(ADH) THK Home for the Disabled @ Chai Chee,102,97,9,5
30/9/2020,(ADH) THK Home for the Disabled @ Eunos,88,81,12,7
30/9/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,35,13,25
30/9/2020,(DAC) Blue Cross Thong Kheng Home,50,32,1,18
30/9/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,45,6,5
30/9/2020,(DAC) Cerebral Palsy Alliance Singapore,70,66,1,4
30/9/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,16,-4
30/9/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,48,4,7
30/9/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,69,9,31
30/9/2020,(DAC) MINDS Training & Development Centre @ Faber,41,37,7,4
30/9/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,47,8,6
30/9/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,52,4,-5
30/9/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,59,6,2
30/9/2020,(DAC) Red Cross Day Activity Centre,50,12,7,38
30/9/2020,(DAC) Singapore Cheshire Home,50,23,4,27
30/9/2020,(DAC) SUN-DAC @ Bedok,50,44,5,6
30/9/2020,(DAC) SUN-DAC @ Upper Thomson,120,39,9,81
30/9/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,19,5,31
30/9/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,36,1,14
30/9/2020,(SW) BizLink Sheltered Workshop,136,148,13,-12
30/9/2020,(SW) MINDS IDEA Employment Development Centre,300,304,18,-4
30/9/2020,(SW) SIA-MINDS Employment Development Centre,350,382,23,-32
30/9/2020,(SW) MINDS Woodlands Employment Development Centre,400,364,36,36
30/9/2020,(SW) SPD Sheltered Workshop,145,128,11,17
31/1/2021,(ADH) Bishan Home for the Intellectually Disabled,132,125,0,7
31/1/2021,(ADH) Blue Cross Thong Kheng Home,116,95,4,21
31/1/2021,(ADH) Metta Home for the Disabled,103,84,3,19
31/1/2021,(ADH) Singapore Cheshire Home,90,73,6,17
31/1/2021,(ADH) St Andrew's Adult Home (Sengkang),148,22,16,126
31/1/2021,(ADH) THK Home for the Disabled @ Eunos,88,80,12,8
31/1/2021,(ADH) THK Home for Disabled @ Sembawang,180,123,34,57
31/1/2021,(CGH) MINDSVille @ Napiri,10,8,8,2
31/1/2021,(Hostel) MINDSVille @ Napiri,60,50,40,10
31/1/2021,(Hostel) THK Home for the Disabled @ Eunos,40,40,31,0
31/1/2021,(DAC) BizLink Day Activity Centre,40,38,9,2
31/1/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
31/1/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,75,3,25
31/1/2021,(DAC) MINDS Training & Development Centre @ Faber,41,44,3,-3
31/1/2021,(DAC) SPD Day Activity Centre,91,87,6,4
31/1/2021,(DAC) St Andrew's Autism Centre (Siglap),73,73,4,0
31/1/2021,(DAC) SUN-DAC @ Bedok,50,43,4,7
31/1/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,25,2,17
31/1/2021,(SW) APSN Centre for Adults,170,163,17,7
31/1/2021,(SW) BizLink Sheltered Workshop,136,147,21,-11
31/1/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,90,10,10
31/1/2021,(SW) MINDS IDEA Employment Development Centre,300,306,9,-6
31/1/2021,(SW) SPD Sheltered Workshop,145,126,16,19
31/10/2021,(ADH) Blue Cross Thong Kheng Home,116,88,15,28
31/10/2021,(ADH) Metta Home for the Disabled,103,85,2,18
31/10/2021,(ADH) St Andrew's Adult Home (Sengkang),148,21,18,127
31/10/2021,(ADH) THK Home for the Disabled @ Chai Chee,102,96,15,6
31/10/2021,(ADH) THK Home for the Disabled @ Eunos,88,78,15,10
31/10/2021,(ADH) THK Home for Disabled @ Sembawang,180,124,34,56
31/10/2021,(Hostel) Touch Ubi Hostel,30,29,5,1
31/10/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,2,26
31/10/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,48,7,2
31/10/2021,(DAC) Cerebral Palsy Alliance Singapore,70,62,4,8
31/10/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,20,-4
31/10/2021,(DAC) Eden Centre for Adults @ Hougang,40,41,6,-1
31/10/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,55,3,0
31/10/2021,(DAC) MINDS Training & Development Centre @ Faber,41,46,14,-5
31/10/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,50,3,-3
31/10/2021,(DAC) St Andrew's Autism Centre (Siglap),73,71,5,2
31/10/2021,(DAC) SUN-DAC @ Bedok,50,43,6,7
31/10/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,50,4,0
31/10/2021,(DAC) SUN-DAC @ Upper Thomson,120,47,11,73
31/10/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,26,3,16
31/10/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,40,5,10
31/10/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,90,8,10
31/10/2021,(SW) MINDS IDEA Employment Development Centre,300,312,12,-12
31/10/2021,(SW) MINDS Woodlands Employment Development Centre,400,394,16,6
31/10/2021,(SW) THK-Pan-Disability Centre,100,85,16,15
30/11/2021,(ADH) Bishan Home for the Intellectually Disabled,132,124,3,8
30/11/2021,(ADH) Red Cross Home for the Disabled,100,96,8,4
30/11/2021,(ADH) St Andrew's Adult Home (Sengkang),148,21,17,127
30/11/2021,(ADH) THK Home for Disabled @ Sembawang,180,123,35,57
30/11/2021,(Hostel) MINDSVille @ Napiri,60,48,49,12
30/11/2021,(Hostel) THK Home for the Disabled @ Eunos,40,39,36,1
30/11/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,60,20,23
30/11/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,1,26
30/11/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
30/11/2021,(DAC) Eden Centre for Adults @ Hougang,40,41,8,-1
30/11/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,75,5,25
30/11/2021,(DAC) MINDS Training & Development Centre @ Faber,41,46,19,-5
30/11/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,57,11,-7
30/11/2021,(DAC) Singapore Cheshire Home,50,23,1,27
30/11/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,50,7,0
30/11/2021,(DAC) SUN-DAC @ Upper Thomson,120,47,17,73
30/11/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,21,4,29
30/11/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,30,9,36
30/11/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,27,2,15
30/11/2021,(SW) APSN Centre for Adults,170,166,20,4
30/11/2021,(SW) BizLink Sheltered Workshop,136,146,23,-10
30/11/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,88,9,12
30/11/2021,(SW) SIA-MINDS Employment Development Centre,350,388,15,-38
31/12/2021,(ADH) Bishan Home for the Intellectually Disabled,132,124,3,8
31/12/2021,(ADH) Red Cross Home for the Disabled,100,96,11,4
31/12/2021,(ADH) Singapore Cheshire Home,90,74,6,16
31/12/2021,(ADH) THK Home for the Disabled @ Chai Chee,102,96,14,6
31/12/2021,(ADH) THK Home for the Disabled @ Eunos,88,76,19,12
31/12/2021,(ADH) THK Home for Disabled @ Sembawang,180,122,35,58
31/12/2021,(Hostel) THK Home for the Disabled @ Eunos,50,40,36,10
31/12/2021,(Hostel) Touch Ubi Hostel,30,29,5,1
31/12/2021,(ADH) Metta Home for the Disabled,103,86,1,17
31/12/2021,(DAC) BizLink Day Activity Centre,50,31,7,19
31/12/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,36,7,14
31/12/2021,(DAC) Eden Centre for Adults @ Clementi,50,33,19,17
31/12/2021,(DAC) MINDS Training & Development Centre @ Faber,41,45,21,-4
31/12/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,57,10,-7
31/12/2021,(DAC) Singapore Cheshire Home,50,23,2,27
31/12/2021,(DAC) SUN-DAC @ Upper Thomson,50,35,15,15
31/12/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,27,2,15
31/12/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
31/12/2021,(DAC) Red Cross Day Activity Centre,50,16,7,34
31/12/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,40,12,10
31/12/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,39,5,11
31/12/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,89,11,11
31/12/2021,(SW) MINDS IDEA Employment Development Centre,300,309,16,-9
31/12/2021,(SW) THK-Pan-Disability Centre,100,88,20,12
28/2/2021,(ADH) Bishan Home for the Intellectually Disabled,132,125,0,7
28/2/2021,(ADH) Blue Cross Thong Kheng Home,116,92,4,24
28/2/2021,(ADH) Metta Home for the Disabled,103,86,2,17
28/2/2021,(ADH) THK Home for the Disabled @ Chai Chee,102,95,14,7
28/2/2021,(ADH) THK Home for the Disabled @ Eunos,88,80,12,8
28/2/2021,(Hostel) MINDSVille @ Napiri,60,50,39,10
28/2/2021,(Hostel) Touch Ubi Hostel,30,29,2,1
28/2/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,45,5,5
28/2/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,18,27
28/2/2021,(DAC) Cerebral Palsy Alliance Singapore,70,64,1,6
28/2/2021,(DAC) Metta Home @ Hougang,40,32,1,8
28/2/2021,(DAC) Metta Home @ Woodlands,50,28,2,22
28/2/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,4,4
28/2/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,76,1,24
28/2/2021,(DAC) MINDS Training & Development Centre @ Faber,41,44,4,-3
28/2/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,57,10,-7
28/2/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,62,0,-1
28/2/2021,(DAC) Red Cross Day Activity Centre,50,15,3,35
28/2/2021,(DAC) Singapore Cheshire Home,50,24,3,26
28/2/2021,(DAC) SPD Day Activity Centre,91,87,6,4
28/2/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,42,5,8
28/2/2021,(DAC) St Andrew's Autism Centre (Siglap),73,73,4,0
28/2/2021,(DAC) SUN-DAC @ Bedok,50,44,4,6
28/2/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,28,8,38
28/2/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,25,1,17
28/2/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,38,2,12
28/2/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,93,3,7
31/3/2021,(ADH) MINDSVille @ Napiri,160,120,28,40
31/3/2021,(ADH) Singapore Cheshire Home,90,74,6,16
31/3/2021,(ADH) THK Home for the Disabled @ Eunos,88,81,13,7
31/3/2021,(Hostel) THK Home for the Disabled @ Eunos,40,40,33,0
31/3/2021,(ADH) Bishan Home for the Intellectually Disabled,132,123,0,9
31/3/2021,(ADH) Red Cross Home for the Disabled,100,95,5,5
31/3/2021,(ADH) THK Home for the Disabled @ Chai Chee,102,95,13,7
31/3/2021,(ADH) THK Home for Disabled @ Sembawang,180,125,39,55
31/3/2021,(Hostel) MINDSVille @ Napiri,60,50,40,10
31/3/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,45,6,5
31/3/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,18,27
31/3/2021,(DAC) Cerebral Palsy Alliance Singapore,70,64,1,6
31/3/2021,(DAC) Metta Home @ Woodlands,50,29,1,21
31/3/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,51,7,4
31/3/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,77,1,23
31/3/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,57,9,-7
31/3/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,62,2,-1
31/3/2021,(DAC) Singapore Cheshire Home,50,26,0,24
31/3/2021,(DAC) SUN-DAC @ Bedok,50,44,3,6
31/3/2021,(SW) MINDS IDEA Employment Development Centre,300,312,5,-12
31/3/2021,(SW) SIA-MINDS Employment Development Centre,350,387,9,-37
31/3/2021,(SW) SPD Sheltered Workshop,145,126,16,19
31/3/2021,(SW) THK-Pan-Disability Centre,100,84,7,16
31/3/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,37,5,23
31/3/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
31/3/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,19,-4
31/3/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,53,1,-6
31/3/2021,(DAC) SPD Day Activity Centre,91,87,6,4
31/3/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,42,5,8
31/3/2021,(DAC) St Andrew's Autism Centre (Siglap),73,73,4,0
30/3/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,51,3,-1
31/3/2021,(DAC) SUN-DAC @ Upper Thomson,120,42,3,78
31/3/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,25,1,17
31/3/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,38,4,12
31/3/2021,(SW) MINDS Woodlands Employment Development Centre,400,392,16,8
30/4/2021,(ADH) Bishan Home for the Intellectually Disabled,132,123,0,9
30/4/2021,(ADH) Metta Home for the Disabled,103,86,5,17
30/4/2021,(ADH) MINDSVille @ Napiri,160,117,30,43
30/4/2021,(Hostel) Touch Ubi Hostel,30,29,3,1
30/4/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,16,27
30/4/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,19,-4
30/4/2021,(DAC) Eden Centre for Adults @ Hougang,40,44,8,-4
30/4/2021,(DAC) Metta Home @ Hougang,40,32,3,8
30/4/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,51,15,2
30/4/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,53,3,-6
30/4/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,62,2,-1
30/4/2021,(DAC) Red Cross Day Activity Centre,50,15,4,35
30/4/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,49,3,1
30/4/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,26,8,40
30/4/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,25,0,17
30/4/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,39,4,11
30/4/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,92,2,8
30/4/2021,(SW) MINDS IDEA Employment Development Centre,300,311,9,-11
30/4/2021,(SW) SIA-MINDS Employment Development Centre,350,388,7,-38
